,player_name,position,team,week,ovr,spd,acc,str,agi,awr,cth,car,thp,kpw,kac,rbk,pbk,tak,btk,jmp,ret,inj,sta,tou,trk,cod,bcv,sfa,spm,jkm,ibl,rbp,rbf,pbp,pbf,lbk,bsk,tup,pmv,fmv,bsh,pur,prc,mcv,zcv,spc,cit,srr,mrr,drr,pow,prs,rls,sac,mac,dac,pac,run
10,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 11 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,94,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
11,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 10 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,94,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
12,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 9 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,94,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
13,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 8 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,94,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
14,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 7 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,94,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
15,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 6 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,92,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
16,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 5 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,92,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
17,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 4 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,92,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
18,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 3 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,92,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
19,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 2 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,92,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
20,Aaron Donald,Right Defensive End,Los Angeles Rams,WEEK 1 RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,92,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,89,21,12,6,6,6,6,6
21,Aaron Donald,Right Defensive End,Los Angeles Rams,LAUNCH RATINGS,99,82,90,99,86,99,42,48,20,25,21,45,45,92,17,78,10,98,87,93,32,68,49,30,25,28,93,45,45,45,45,23,12,15,99,97,97,98,99,25,29,47,23,16,9,5,88,21,12,6,6,6,6,6
22,Davante Adams,Wide Receiver,Green Bay Packers,SUPER BOWL RATINGS,99,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,98,97,99,98,93,15,25,99,15,10,6,6,10
23,Davante Adams,Wide Receiver,Green Bay Packers,CONFERENCE CHAMPIONSHIP RATINGS,99,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,98,97,99,98,93,15,25,99,15,10,6,6,10
24,Davante Adams,Wide Receiver,Green Bay Packers,DIVISIONAL ROUND RATINGS,99,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,98,97,99,98,93,15,25,99,15,10,6,6,10
25,Davante Adams,Wide Receiver,Green Bay Packers,WILD CARD RATINGS,99,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,97,97,99,98,93,15,25,99,15,10,6,6,10
26,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 17 RATINGS,99,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,97,97,99,98,92,15,25,99,15,10,6,6,10
27,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 16 RATINGS,99,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,97,97,99,98,92,15,25,99,15,10,6,6,10
28,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 15 RATINGS,98,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,94,94,99,97,92,15,25,97,15,10,6,6,10
29,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 14 RATINGS,98,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,94,94,99,97,92,15,25,97,15,10,6,6,10
30,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 13 RATINGS,98,91,92,63,92,98,99,76,45,25,30,48,38,42,80,94,45,93,96,87,63,92,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,94,94,99,97,92,15,25,97,15,10,6,6,10
31,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 12 RATINGS,97,90,92,63,90,98,98,76,45,25,30,48,38,42,80,94,45,93,96,87,63,91,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,92,94,98,97,92,15,25,97,15,10,6,6,10
32,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 11 RATINGS,97,90,92,63,90,98,98,76,45,25,30,48,38,42,80,94,45,93,96,87,63,91,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,92,94,98,97,92,15,25,97,15,10,6,6,10
33,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 10 RATINGS,97,90,92,63,90,98,98,76,45,25,30,48,38,42,80,94,45,93,96,87,63,91,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,92,94,98,97,92,15,25,97,15,10,6,6,10
34,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 9 RATINGS,97,90,92,63,90,98,98,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,92,94,98,97,92,15,25,97,15,10,6,6,10
35,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 8 RATINGS,96,89,92,63,90,96,97,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,90,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,92,94,97,97,92,15,25,97,15,10,6,6,10
36,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 7 RATINGS,96,89,92,63,90,96,97,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,89,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,92,94,97,97,92,15,25,97,15,10,6,6,10
37,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 6 RATINGS,95,89,92,63,90,95,96,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,89,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,91,94,97,97,90,15,25,97,15,10,6,6,10
38,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 5 RATINGS,95,89,92,63,90,95,96,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,89,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,91,94,97,97,90,15,25,97,15,10,6,6,10
39,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 4 RATINGS,95,89,92,63,90,95,96,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,89,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,91,94,97,97,90,15,25,97,15,10,6,6,10
40,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 3 RATINGS,95,89,92,63,90,95,96,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,89,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,91,94,97,97,90,15,25,97,15,10,6,6,10
41,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 2 RATINGS,95,89,92,63,90,95,95,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,89,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,91,94,96,97,90,15,25,97,15,10,6,6,10
42,Davante Adams,Wide Receiver,Green Bay Packers,WEEK 1 RATINGS,94,89,92,63,90,95,94,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,89,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,91,94,96,97,90,15,25,97,15,10,6,6,10
43,Davante Adams,Wide Receiver,Green Bay Packers,LAUNCH RATINGS,94,89,92,63,90,97,94,76,45,25,30,48,38,42,80,94,45,93,96,87,63,89,89,75,82,89,45,20,12,13,17,25,22,20,10,10,52,44,26,18,24,91,94,96,94,90,15,25,97,15,10,6,6,10
44,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,SUPER BOWL RATINGS,99,91,91,78,92,99,99,72,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
45,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,CONFERENCE CHAMPIONSHIP RATINGS,99,91,91,78,92,99,99,72,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
46,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,DIVISIONAL ROUND RATINGS,99,91,91,78,92,99,99,72,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
47,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WILD CARD RATINGS,99,91,91,78,92,99,99,72,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
48,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 17 RATINGS,99,91,91,78,92,99,99,72,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
49,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 16 RATINGS,99,91,91,78,92,99,99,72,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
50,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 15 RATINGS,99,91,91,78,92,99,99,73,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
51,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 14 RATINGS,99,91,91,78,92,99,99,75,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
52,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 13 RATINGS,99,91,91,78,92,99,99,75,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
53,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 12 RATINGS,99,91,91,78,92,99,99,75,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
54,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 11 RATINGS,99,91,91,78,92,99,99,75,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
55,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 10 RATINGS,99,91,91,78,92,99,99,75,35,20,20,54,44,52,86,99,72,96,98,97,59,88,94,81,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,97,96,92,35,40,99,15,10,10,15,15
56,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 9 RATINGS,98,91,91,77,92,97,98,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
57,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 8 RATINGS,98,91,91,77,92,97,98,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
58,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 7 RATINGS,98,91,91,77,92,97,98,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
59,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 6 RATINGS,98,91,91,77,92,97,98,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
60,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 5 RATINGS,98,91,91,77,92,97,98,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
61,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 4 RATINGS,98,91,91,77,92,97,98,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
62,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 3 RATINGS,98,91,91,77,92,97,97,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
63,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 2 RATINGS,98,91,91,77,92,97,97,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
64,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,WEEK 1 RATINGS,98,91,91,77,92,97,97,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,95,95,92,35,40,99,15,10,10,15,15
65,DeAndre Hopkins,Wide Receiver,Arizona Cardinals,LAUNCH RATINGS,98,91,91,77,92,98,98,75,35,20,20,54,44,52,86,99,72,96,98,97,55,88,94,80,83,91,49,37,35,27,25,29,22,23,30,32,45,30,28,32,35,99,99,96,95,92,35,40,99,15,10,10,15,15
66,Patrick Mahomes,Quarterback,Kansas City Chiefs,SUPER BOWL RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,74,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,93,94,96,98
67,Patrick Mahomes,Quarterback,Kansas City Chiefs,CONFERENCE CHAMPIONSHIP RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,74,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,93,94,96,97
68,Patrick Mahomes,Quarterback,Kansas City Chiefs,DIVISIONAL ROUND RATINGS,99,81,87,70,88,96,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,74,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,93,94,96,97
69,Patrick Mahomes,Quarterback,Kansas City Chiefs,WILD CARD RATINGS,99,81,87,70,88,96,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,93,94,96,97
70,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 17 RATINGS,99,81,87,70,88,96,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,93,94,96,97
71,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 16 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,98,93,94,96,97
72,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 15 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,98,94,94,96,97
73,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 14 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,98,94,94,96,97
74,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 13 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,98,96,94,96,97
75,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 12 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,98,96,94,96,97
76,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 11 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,92,96,97
77,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 10 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,92,96,97
78,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 9 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,92,96,97
79,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 8 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,92,96,97
80,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 7 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,96,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,92,96,97
81,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 6 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,97,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,92,96,96
82,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 5 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,97,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,92,96,96
83,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 4 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,97,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,92,96,97
84,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 3 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,97,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,93,96,97
85,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 2 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,97,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,96,93,96,97
86,Patrick Mahomes,Quarterback,Kansas City Chiefs,WEEK 1 RATINGS,99,81,87,70,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,97,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,95,93,96,97
87,Patrick Mahomes,Quarterback,Kansas City Chiefs,LAUNCH RATINGS,99,81,87,69,88,97,37,63,97,20,10,23,10,26,76,74,10,95,96,96,49,88,82,57,69,72,27,10,10,10,10,23,90,97,10,10,24,37,22,17,19,30,32,27,17,15,18,10,22,97,95,93,96,97
88,Stephon Gilmore,Cornerback,New England Patriots,SUPER BOWL RATINGS,99,92,94,70,94,99,76,62,43,30,25,35,35,67,67,92,70,94,96,72,22,95,69,30,53,80,56,35,35,35,35,16,33,30,60,44,54,73,99,99,96,70,62,15,11,10,68,99,15,39,35,32,25,39
89,Stephon Gilmore,Cornerback,New England Patriots,CONFERENCE CHAMPIONSHIP RATINGS,99,92,94,70,94,99,76,62,43,30,25,35,35,67,67,92,70,94,96,72,22,95,69,30,53,80,56,35,35,35,35,16,33,30,60,44,54,73,99,99,96,70,62,15,11,10,68,99,15,39,35,32,25,39
